sampleID	slice	medium	dilution	counts	manually_ex	auto_ex	used_counts	ex2	real_counts	real_counts_zero	log_counts	underestimation	undest_logcounts	ex3
B8	9	MRS	5	300		x	300	x				0		x
B8	9	MRS	6	58		0	58	0	58000000	58000000	7.763427994	0	7.763427994	0
B8	9	MRS	7	9		0		x				0		x
B8	9	PCA	5	300		x	300	x				0		x
B8	9	PCA	6	67		0	67	0	67000000	67000000	7.826074803	0	7.826074803	0
B8	9	PCA	7	7		0		x				0		x
B8	9	VRBD	1	300		x	300	x				0		x
B8	9	VRBD	2	300		x	300	x				0		x
B8	9	VRBD	3	300		x	300	x				0		x
B8	9	VRBD	4	300		x	300	x				1	6.477121255	0
B8	9	YGC25	3	18		0	18	0	18000	18000	4.255272505	0	4.255272505	0
B8	9	YGC25	4	2		0		x				0		x
B8	9	YGC4	3	300		x	300	x				0		x
B8	9	YGC4	4	300		x	300	x				1	6.477121255	0
B9	9	BR	3	300		x	300	x				0		x
B9	9	BR	4	150		0	150	0	1500000	1500000	6.176091259	0	6.176091259	0
B9	9	MRS	5	300		x	300	x				0		x
B9	9	MRS	6	127		0	127	0	127000000	127000000	8.103803721	0	8.103803721	0
B9	9	MRS	7	23		0	23	0	230000000	230000000	8.361727836	0	8.361727836	0
B9	9	PCA	5	300		x	300	x				0		x
B9	9	PCA	6	153		0	153	0	153000000	153000000	8.184691431	0	8.184691431	0
B9	9	PCA	7	14		0	14	0	140000000	140000000	8.146128036	0	8.146128036	0
B9	9	VRBD	1	300		x	300	x				0		x
B9	9	VRBD	2	300		x	300	x				0		x
B9	9	VRBD	3	300		x	300	x				0		x
B9	9	VRBD	4	300		x	300	x				1	6.477121255	0
B9	9	YGC25	3	300		x	300	x				0		x
B9	9	YGC25	4	300		x	300	x				1	6.477121255	0
B9	9	YGC4	3	300		x	300	x				0		x
B9	9	YGC4	4	300		x	300	x				1	6.477121255	0
B1	10	BR	3	19		0	19	0	19000	19000	4.278753601	0	4.278753601	0
B1	10	BR	4	2		0		x				0		x
B1	10	MRS	5	300		x	300	x				0		x
B1	10	MRS	6	183		0	183	0	183000000	183000000	8.26245109	0	8.26245109	0
B1	10	MRS	7	18		0	18	0	180000000	180000000	8.255272505	0	8.255272505	0
B1	10	PCA	5	300		x	300	x				0		x
B1	10	PCA	6	134		0	134	0	134000000	134000000	8.127104798	0	8.127104798	0
B1	10	PCA	7	20		0	20	0	200000000	200000000	8.301029996	0	8.301029996	0
B1	10	VRBD	1	0		0	0	0	0	1	0	0	0	0
B1	10	VRBD	2	0		0		x				0		x
B1	10	VRBD	3	0		0		x				0		x
B1	10	VRBD	4	0		0		x				0		x
B1	10	YGC25	3	26		0	26	0	26000	26000	4.414973348	0	4.414973348	0
B1	10	YGC25	4	2		0		x				0		x
B1	10	YGC4	3	30		0	30	0	30000	30000	4.477121255	0	4.477121255	0
B1	10	YGC4	4	1		0		x				0		x
B2	10	BR	3	13		0	13	0	13000	13000	4.113943352	0	4.113943352	0
B2	10	BR	4	2		0		x				0		x
B2	10	MRS	5	300		x	300	x				0		x
B2	10	MRS	6	300		x	300	x				0		x
B2	10	MRS	7	30		0	30	0	300000000	300000000	8.477121255	0	8.477121255	0
B2	10	PCA	5	300		x	300	x				0		x
B2	10	PCA	6	134		0	134	0	134000000	134000000	8.127104798	0	8.127104798	0
B2	10	PCA	7	13		0	13	0	130000000	130000000	8.113943352	0	8.113943352	0
B2	10	VRBD	1	300		x	300	x				0		x
B2	10	VRBD	2	300		x	300	x				0		x
B2	10	VRBD	3	300		x	300	x				0		x
B2	10	VRBD	4	52		0	52	0	520000	520000	5.716003344	0	5.716003344	0
B2	10	YGC25	3	19		0	19	0	19000	19000	4.278753601	0	4.278753601	0
B2	10	YGC25	4	3		0		x				0		x
B2	10	YGC4	3	21		0	21	0	21000	21000	4.322219295	0	4.322219295	0
B2	10	YGC4	4	2		0		x				0		x
B3	10	BR	3	39		0	39	0	39000	39000	4.591064607	0	4.591064607	0
B3	10	BR	4	5		0		x				0		x
B3	10	MRS	5	300		x	300	x				0		x
B3	10	MRS	6	175		0	175	0	175000000	175000000	8.243038049	0	8.243038049	0
B3	10	MRS	7	26		0	26	0	260000000	260000000	8.414973348	0	8.414973348	0
B3	10	PCA	5	300		x	300	x				0		x
B3	10	PCA	6	142		0	142	0	142000000	142000000	8.152288344	0	8.152288344	0
B3	10	PCA	7	17		0	17	0	170000000	170000000	8.230448921	0	8.230448921	0
B3	10	VRBD	1	300		x	300	x				0		x
B3	10	VRBD	2	300		x	300	x				0		x
B3	10	VRBD	3	300		x	300	x				0		x
B3	10	VRBD	4	331		0	331	0	3310000	3310000	6.519827994	0	6.519827994	0
B3	10	YGC25	3	34		0	34	0	34000	34000	4.531478917	0	4.531478917	0
B3	10	YGC25	4	4		0		x				0		x
B3	10	YGC4	3	300		x	300	x				0		x
B3	10	YGC4	4	300		x	300	x				1	6.477121255	0
B6	10	BR	3	9		0	9	0	9000	9000	3.954242509	0	3.954242509	0
B6	10	BR	4	0		0		x				0		x
B6	10	MRS	5	300		x	300	x				0		x
B6	10	MRS	6	163		0	163	0	163000000	163000000	8.212187604	0	8.212187604	0
B6	10	MRS	7	15		0	15	0	150000000	150000000	8.176091259	0	8.176091259	0
B6	10	PCA	5	300		x	300	x				0		x
B6	10	PCA	6	175		0	175	0	175000000	175000000	8.243038049	0	8.243038049	0
B6	10	PCA	7	19		0	19	0	190000000	190000000	8.278753601	0	8.278753601	0
B6	10	VRBD	2	300		x	300	x				0		x
B6	10	VRBD	3	300		x	300	x				0		x
B6	10	VRBD	4	39		0	39	0	390000	390000	5.591064607	0	5.591064607	0
B6	10	VRBD	5	9		0		x				0		x
B6	10	YGC25	3	9		0	9	0	9000	9000	3.954242509	0	3.954242509	0
B6	10	YGC25	4	1		0		x				0		x
B6	10	YGC4	3	300		x	300	x				0		x
B6	10	YGC4	4	96		0	96	0	960000	960000	5.982271233	0	5.982271233	0
B5	10	BR	3	17		0	17	0	17000	17000	4.230448921	0	4.230448921	0
B5	10	BR	4	0		0		x				0		x
B5	10	MRS	5	71		0	71	0	7100000	7100000	6.851258349	0	6.851258349	0
B5	10	MRS	6	10		0	10	0	10000000	10000000	7	0	7	0
B5	10	MRS	7	0		0		x				0		x
B5	10	PCA	5	82		0	82	0	8200000	8200000	6.913813852	0	6.913813852	0
B5	10	PCA	6	11		0	11	0	11000000	11000000	7.041392685	0	7.041392685	0
B5	10	PCA	7	0		0		x				0		x
B5	10	VRBD	2	0		0	0	0	0	1	0	0	0	0
B5	10	VRBD	3	0		0		x				0		x
B5	10	VRBD	4	0		0		x				0		x
B5	10	VRBD	5	0		0		x				0		x
B5	10	YGC25	3	17		0	17	0	17000	17000	4.230448921	0	4.230448921	0
B5	10	YGC25	4	1		0		x				0		x
B5	10	YGC4	3	300		x	300	x				0		x
B5	10	YGC4	4	270		0	270	0	2700000	2700000	6.431363764	0	6.431363764	0
B4	10	BR	3	11		0	11	0	11000	11000	4.041392685	0	4.041392685	0
B4	10	BR	4	1		0		x				0		x
B4	10	MRS	5	166		0	166	0	16600000	16600000	7.220108088	0	7.220108088	0
B4	10	MRS	6	24		0	24	0	24000000	24000000	7.380211242	0	7.380211242	0
B4	10	MRS	7	3		0		x				0		x
B4	10	PCA	5	166		0	166	0	16600000	16600000	7.220108088	0	7.220108088	0
B4	10	PCA	6	22		0	22	0	22000000	22000000	7.342422681	0	7.342422681	0
B4	10	PCA	7	1		0		x				0		x
B4	10	VRBD	2	0		0	0	0	0	1	0	0	0	0
B4	10	VRBD	3	0		0		x				0		x
B4	10	VRBD	4	0		0		x				0		x
B4	10	VRBD	5	0		0		x				0		x
B4	10	YGC25	3	25		0	25	0	25000	25000	4.397940009	0	4.397940009	0
B4	10	YGC25	4	3		0		x				0		x
B4	10	YGC4	3	20		0	20	0	20000	20000	4.301029996	0	4.301029996	0
B4	10	YGC4	4	1		0		x				0		x
B7	10	BR	3	300		x	300	x				0		x
B7	10	BR	4	93		0	93	0	930000	930000	5.968482949	0	5.968482949	0
B7	10	MRS	5	300		x	300	x				0		x
B7	10	MRS	6	300		x	300	x				0		x
B7	10	MRS	7	76		0	76	0	760000000	760000000	8.880813592	0	8.880813592	0
B7	10	PCA	5	300		x	300	x				0		x
B7	10	PCA	6	300		x	300	x				0		x
B7	10	PCA	7	89		0	89	0	890000000	890000000	8.949390007	0	8.949390007	0
B7	10	VRBD	3	300		x	300	x				0		x
B7	10	VRBD	4	300		x	300	x				0		x
B7	10	VRBD	5	57		0	57	0	5700000	5700000	6.755874856	0	6.755874856	0
B7	10	VRBD	6	21		0	21	0	21000000	21000000	7.322219295	0	7.322219295	0
B7	10	YGC25	3	300		x	300	x				0		x
B7	10	YGC25	4	168		0	168	0	1680000	1680000	6.225309282	0	6.225309282	0
B7	10	YGC4	3	300		x	300	x				0		x
B7	10	YGC4	4	300		x	300	x				1	6.477121255	0
B8	10	BR	3	186		0	186	0	186000	186000	5.269512944	0	5.269512944	0
B8	10	BR	4	39		0	39	0	390000	390000	5.591064607	0	5.591064607	0
B8	10	MRS	5	300		x	300	x				0		x
B8	10	MRS	6	110		0	110	0	110000000	110000000	8.041392685	0	8.041392685	0
B8	10	MRS	7	12		0	12	0	120000000	120000000	8.079181246	0	8.079181246	0
B8	10	PCA	5	300		x	300	x				0		x
B8	10	PCA	6	63		0	63	0	63000000	63000000	7.799340549	0	7.799340549	0
B8	10	PCA	7	7		0		x				0		x
B8	10	VRBD	3	300		x	300	x				0		x
B8	10	VRBD	4	142		0	142	0	1420000	1420000	6.152288344	0	6.152288344	0
B8	10	VRBD	5	18		0	18	0	1800000	1800000	6.255272505	0	6.255272505	0
B8	10	VRBD	6	0		0		x				0		x
B8	10	YGC25	3	221		0	221	0	221000	221000	5.344392274	0	5.344392274	0
B8	10	YGC25	4	36		0	36	0	360000	360000	5.556302501	0	5.556302501	0
B8	10	YGC4	3	300		x	300	x				0		x
B8	10	YGC4	4	300		x	300	x				1	6.477121255	0
B9	10	BR	3	300		x	300	x				0		x
B9	10	BR	4	300		x	300	x				1	6.477121255	0
B9	10	MRS	5	300		x	300	x				0		x
B9	10	MRS	6	129		0	129	0	129000000	129000000	8.11058971	0	8.11058971	0
B9	10	MRS	7	14		0	14	0	140000000	140000000	8.146128036	0	8.146128036	0
B9	10	PCA	5	300		x	300	x				0		x
B9	10	PCA	6	116		0	116	0	116000000	116000000	8.064457989	0	8.064457989	0
B9	10	PCA	7	10		0	10	0	100000000	100000000	8	0	8	0
B9	10	VRBD	3	300		x	300	x				0		x
B9	10	VRBD	4	300		x	300	x				0		x
B9	10	VRBD	5	300		x	300	x				0		x
B9	10	VRBD	6	36		0	36	0	36000000	36000000	7.556302501	0	7.556302501	0
B9	10	YGC25	3	300		x	300	x				0		x
B9	10	YGC25	4	300		x	300	x				1	6.477121255	0
B9	10	YGC4	3	300		x	300	x				0		x
B9	10	YGC4	4	300		x	300	x				1	6.477121255	0
