sampleID	slice	medium	dilution	counts	manually_ex	auto_ex	used_counts	ex2	real_counts	real_counts_zero	log_counts	underestimation	undest_logcounts	ex3
B7	1	PCA	3	30		0	30	0	30000	30000	4.477121255	0	4.477121255	0
B7	1	RCM	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B7	1	VRBD	1	80		0	80	0	2400	2400	3.380211242	0	3.380211242	0
B7	1	VRBD	2	26		0	26	0	2600	2600	3.414973348	0	3.414973348	0
B7	1	YGC25	1	25		0	25	0	750	750	2.875061263	0	2.875061263	0
B7	1	YGC25	2	4		0		x				0		x
B7	1	YGC4	1	31		0	31	0	930	930	2.968482949	0	2.968482949	0
B7	1	YGC4	2	8		0		x				0		x
B7	2	BR	1		x	x	0	x				0		x
B7	2	BR	2	30		0	30	0	3000	3000	3.477121255	0	3.477121255	0
B7	2	MRS	2	164		0	164	0	16400	16400	4.214843848	0	4.214843848	0
B7	2	MRS	3	13		0	13	0	13000	13000	4.113943352	0	4.113943352	0
B7	2	PCA	2	300		x	300	x				0		x
B7	2	PCA	3	75		0	75	0	75000	75000	4.875061263	0	4.875061263	0
B7	2	VRBD	1		x	x	0	x				0		x
B7	2	VRBD	2	31		0	31	0	3100	3100	3.491361694	0	3.491361694	0
B7	2	YGC25	1	322		0	322	0	9660	9660	3.984977126	0	3.984977126	0
B7	2	YGC25	2	82		0	82	0	8200	8200	3.913813852	0	3.913813852	0
B7	2	YGC4	1	300		x	300	x				0		x
B7	2	YGC4	2	74		0	74	0	7400	7400	3.86923172	0	3.86923172	0
B7	3	BR	1		x	x	0	x				0		x
B7	3	BR	2	15		0	15	0	1500	1500	3.176091259	0	3.176091259	0
B7	3	MRS	3	150		0	150	0	150000	150000	5.176091259	0	5.176091259	0
B7	3	MRS	4		x	x		x				0		x
B7	3	MRS	5	3		0		x				0		x
B7	3	PCA	3	300		x	300	x				0		x
B7	3	PCA	4	68		0	68	0	680000	680000	5.832508913	0	5.832508913	0
B7	3	PCA	5	7		0		x				0		x
B7	3	VRBD	1	300		x	300	x				0		x
B7	3	VRBD	2	300		x	300	x				0		x
B7	3	VRBD	3	51		0	51	0	51000	51000	4.707570176	0	4.707570176	0
B7	3	YGC25	1	300		x	300	x				0		x
B7	3	YGC25	2	158		0	158	0	15800	15800	4.198657087	0	4.198657087	0
B7	3	YGC4	1	300		x	300	x				0		x
B7	3	YGC4	2	198		0	198	0	19800	19800	4.29666519	0	4.29666519	0
B7	4	BR	2	300		x	300	x				0		x
B7	4	BR	3	85		0	85	0	85000	85000	4.929418926	0	4.929418926	0
B7	4	MRS	4	300		x	300	x				0		x
B7	4	MRS	5	44		0	44	0	4400000	4400000	6.643452676	0	6.643452676	0
B7	4	MRS	6	7		0		x				0		x
B7	4	PCA	4	300		x	300	x				0		x
B7	4	PCA	5	93		0	93	0	9300000	9300000	6.968482949	0	6.968482949	0
B7	4	PCA	6	16		0	16	0	16000000	16000000	7.204119983	0	7.204119983	0
B7	4	VRBD	2	300		x	300	x				0		x
B7	4	VRBD	3	300		x	300	x				1	5.477121255	0
B7	4	YGC25	2	300		x	300	x				0		x
B7	4	YGC25	3	53		0	53	0	53000	53000	4.72427587	0	4.72427587	0
B7	4	YGC4	2	300		x	300	x				0		x
B7	4	YGC4	3	300		x	300	x				1	5.477121255	0
B7	5	BR	2	300		x	300	x				0		x
B7	5	BR	3	300		x	300	x				1	5.477121255	0
B7	5	MRS	5	300		x	300	x				0		x
B7	5	MRS	6	56		0	56	0	56000000	56000000	7.748188027	0	7.748188027	0
B7	5	MRS	7	7		0		x				0		x
B7	5	PCA	5	300		x	300	x				0		x
B7	5	PCA	6	74		0	74	0	74000000	74000000	7.86923172	0	7.86923172	0
B7	5	PCA	7	7		0		x				0		x
B7	5	VRBD	2	300		x	300	x				0		x
B7	5	VRBD	3	300		x	300	x				0		x
B7	5	VRBD	4	300		x	300	x				1	6.477121255	0
B7	5	YGC25	2	300		x	300	x				0		x
B7	5	YGC25	3	300		x	300	x				1	5.477121255	0
B7	5	YGC4	2	300		x	300	x				0		x
B7	5	YGC4	3	300		x	300	x				1	5.477121255	0
B7	6	BR	4	4		0	4	0	40000	40000	4.602059991	0	4.602059991	0
B7	6	BR	5	2		0		x				0		x
B7	6	MRS	5	300		x	300	x				0		x
B7	6	MRS	6	53		0	53	0	53000000	53000000	7.72427587	0	7.72427587	0
B7	6	MRS	7	11		0	11	0	110000000	110000000	8.041392685	0	8.041392685	0
B7	6	PCA	5	300		x	300	x				0		x
B7	6	PCA	6	55		0	55	0	55000000	55000000	7.740362689	0	7.740362689	0
B7	6	PCA	7	12		0	12	0	120000000	120000000	8.079181246	0	8.079181246	0
B7	6	VRBD	4	0	x	x	0	x				0		x
B7	6	VRBD	5	0	x	x		x				0		x
B7	6	VRBD	6	9	x	x		x				0		x
B7	6	YGC25	4	304		0	304	0	3040000	3040000	6.482873584	0	6.482873584	0
B7	6	YGC25	5	30		0	30	0	3000000	3000000	6.477121255	0	6.477121255	0
B7	6	YGC4	4	263		0	263	0	2630000	2630000	6.419955748	0	6.419955748	0
B7	6	YGC4	5	32		0	32	0	3200000	3200000	6.505149978	0	6.505149978	0
B7	7	BR	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B7	7	BR	4	1		0		x				0		x
B7	7	MRS	5	300		x	300	x				0		x
B7	7	MRS	6	166		0	166	0	166000000	166000000	8.220108088	0	8.220108088	0
B7	7	MRS	7	22		0	22	0	220000000	220000000	8.342422681	0	8.342422681	0
B7	7	PCA	5	300		x	300	x				0		x
B7	7	PCA	6	192		0	192	0	192000000	192000000	8.283301229	0	8.283301229	0
B7	7	PCA	7	22		0	22	0	220000000	220000000	8.342422681	0	8.342422681	0
B7	7	VRBD	3	300		x	300	x				0		x
B7	7	VRBD	4	83		0	83	0	830000	830000	5.919078092	0	5.919078092	0
B7	7	VRBD	5	11		0	11	0	1100000	1100000	6.041392685	0	6.041392685	0
B7	7	YGC25	3	104		0	104	0	104000	104000	5.017033339	0	5.017033339	0
B7	7	YGC25	4	10		0	10	0	100000	100000	5	0	5	0
B7	7	YGC4	3	300		x	300	x				0		x
B7	7	YGC4	4	100		0	100	0	1000000	1000000	6	0	6	0
B8	1	BR	1	0		0	0	0	0	1	0	0	0	0
B8	1	BR	2	0		0		x				0		x
B8	1	MRS	2	12		0	12	0	1200	1200	3.079181246	0	3.079181246	0
B8	1	MRS	3	1		0		x				0		x
B8	1	PCA	2	84		0	84	0	8400	8400	3.924279286	0	3.924279286	0
B8	1	PCA	3	5		0		x				0		x
B8	1	RCM	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B8	1	VRBD	1	5		0	5	0	150	150	2.176091259	0	2.176091259	0
B8	1	VRBD	2	0		0		x				0		x
B8	1	YGC25	1	13		0	13	0	390	390	2.591064607	0	2.591064607	0
B8	1	YGC25	2	4		0		x				0		x
B8	1	YGC4	1	20		0	20	0	600	600	2.77815125	0	2.77815125	0
B8	1	YGC4	2	5		0		x				0		x
B8	2	BR	1		x	x	0	x				0		x
B8	2	BR	2	2		0		x				0		x
B8	2	MRS	2	254		0	254	0	25400	25400	4.404833717	0	4.404833717	0
B8	2	MRS	3	10		0	10	0	10000	10000	4	0	4	0
B8	2	PCA	2	300		x	300	x				0		x
B8	2	PCA	3		x	x		x				0		x
B8	2	VRBD	1	300		x	300	x				0		x
B8	2	VRBD	2	300		x	300	x				1	4.477121255	0
B8	2	YGC25	1		x	x	0	x				0		x
B8	2	YGC25	2	8		0		x				0		x
B8	2	YGC4	1		x	x	0	x				0		x
B8	2	YGC4	2	11		0	11	0	1100	1100	3.041392685	0	3.041392685	0
B8	3	BR	1		x	x	0	x				0		x
B8	3	BR	2	101		0	101	0	10100	10100	4.004321374	0	4.004321374	0
B8	3	MRS	3	300		x	300	x				0		x
B8	3	MRS	4	58		0	58	0	580000	580000	5.763427994	0	5.763427994	0
B8	3	MRS	5	15		0	15	0	1500000	1500000	6.176091259	0	6.176091259	0
B8	3	PCA	3	300		x	300	x				0		x
B8	3	PCA	4	300		x	300	x				0		x
B8	3	PCA	5	86		0	86	0	8600000	8600000	6.934498451	0	6.934498451	0
B8	3	VRBD	1	300		x	300	x				0		x
B8	3	VRBD	2	300		x	300	x				0		x
B8	3	VRBD	3	300		x	300	x				1	5.477121255	0
B8	3	YGC25	1	300		x	300	x				0		x
B8	3	YGC25	2	300		x	300	x				1	4.477121255	0
B8	3	YGC4	1	300		x	300	x				0		x
B8	3	YGC4	2	300		x	300	x				1	4.477121255	0
B8	4	BR	2	300		x	300	x				0		x
B8	4	BR	3	158		0	158	0	158000	158000	5.198657087	0	5.198657087	0
B8	4	MRS	4	300		x	300	x				0		x
B8	4	MRS	5	262		0	262	0	26200000	26200000	7.418301291	0	7.418301291	0
B8	4	MRS	6	8		0		x				0		x
B8	4	PCA	4	300		x	300	x				0		x
B8	4	PCA	5	156		0	156	0	15600000	15600000	7.193124598	0	7.193124598	0
B8	4	PCA	6	19		0	19	0	19000000	19000000	7.278753601	0	7.278753601	0
B8	4	VRBD	2	300		x	300	x				0		x
B8	4	VRBD	3	300		x	300	x				1	5.477121255	0
B8	4	YGC25	2	300		x	300	x				0		x
B8	4	YGC25	3	300		x	300	x				1	5.477121255	0
B8	4	YGC4	2	300		x	300	x				0		x
B8	4	YGC4	3	300		x	300	x				1	5.477121255	0
B8	5	BR	2	300		x	300	x				0		x
B8	5	BR	3	300		x	300	x				1	5.477121255	0
B8	5	MRS	5	300		x	300	x				0		x
B8	5	MRS	6	52		0	52	0	52000000	52000000	7.716003344	0	7.716003344	0
B8	5	MRS	7	9		0		x				0		x
B8	5	PCA	5	300		x	300	x				0		x
B8	5	PCA	6	87		0	87	0	87000000	87000000	7.939519253	0	7.939519253	0
B8	5	PCA	7	14		0	14	0	140000000	140000000	8.146128036	0	8.146128036	0
B8	5	VRBD	2	300		x	300	x				0		x
B8	5	VRBD	3	300		x	300	x				0		x
B8	5	VRBD	4	300		x	300	x				1	6.477121255	0
B8	5	YGC25	2	300		x	300	x				0		x
B8	5	YGC25	3	300		x	300	x				1	5.477121255	0
B8	5	YGC4	2	300		x	300	x				0		x
B8	5	YGC4	3	300		x	300	x				1	5.477121255	0
B8	6	BR	4	0	x	x	0	x				0		x
B8	6	BR	5	1		0		x				0		x
B8	6	MRS	5	300		x	300	x				0		x
B8	6	MRS	6	122		0	122	0	122000000	122000000	8.086359831	0	8.086359831	0
B8	6	MRS	7	19		0	19	0	190000000	190000000	8.278753601	0	8.278753601	0
B8	6	PCA	5	300		x	300	x				0		x
B8	6	PCA	6	155		0	155	0	155000000	155000000	8.190331698	0	8.190331698	0
B8	6	PCA	7	20		0	20	0	200000000	200000000	8.301029996	0	8.301029996	0
B8	6	VRBD	4	1	x	x	1	x				0		x
B8	6	VRBD	5	0	x	x		x				0		x
B8	6	VRBD	6	0	x	x		x				0		x
B8	6	YGC25	4	53		0	53	0	530000	530000	5.72427587	0	5.72427587	0
B8	6	YGC25	5	5		0		x				0		x
B8	6	YGC4	4	83		0	83	0	830000	830000	5.919078092	0	5.919078092	0
B8	6	YGC4	5	9		0		x				0		x
B8	7	BR	3	100		0	100	0	100000	100000	5	0	5	0
B8	7	BR	4	12		0	12	0	120000	120000	5.079181246	0	5.079181246	0
B8	7	MRS	5	300		x	300	x				0		x
B8	7	MRS	6	187		0	187	0	187000000	187000000	8.271841607	0	8.271841607	0
B8	7	MRS	7	22		0	22	0	220000000	220000000	8.342422681	0	8.342422681	0
B8	7	PCA	5	300		x	300	x				0		x
B8	7	PCA	6	300		x	300	x				0		x
B8	7	PCA	7	28		0	28	0	280000000	280000000	8.447158031	0	8.447158031	0
B8	7	VRBD	3	300		x	300	x				0		x
B8	7	VRBD	4	300		x	300	x				0		x
B8	7	VRBD	5	142		0	142	0	14200000	14200000	7.152288344	0	7.152288344	0
B8	7	YGC25	3	300		x	300	x				0		x
B8	7	YGC25	4	115		0	115	0	1150000	1150000	6.06069784	0	6.06069784	0
B8	7	YGC4	3	14		0	14	0	14000	14000	4.146128036	0	4.146128036	0
B8	7	YGC4	4	2		0		x				0		x
B9	1	BR	1	0		0	0	0	0	1	0	0	0	0
B9	1	BR	2	0		0		x				0		x
B9	1	MRS	2	2		0	2	0	200	200	2.301029996	0	2.301029996	0
B9	1	MRS	3	0		0		x				0		x
B9	1	PCA	2	28		0	28	0	2800	2800	3.447158031	0	3.447158031	0
B9	1	PCA	3	4		0		x				0		x
B9	1	RCM	3	0		0	0	0	0	1	0	0	0	0
B9	1	VRBD	1	1		0	1	0	30	30	1.477121255	0	1.477121255	0
B9	1	VRBD	2	0		0		x				0		x
B9	1	YGC25	1	3		0	3	0	90	90	1.954242509	0	1.954242509	0
B9	1	YGC25	2	0		0		x				0		x
B9	1	YGC4	1	0		0	0	0	0	1	0	0	0	0
B9	1	YGC4	2	0		0		x				0		x
B9	2	BR	1		x	x	0	x				0		x
B9	2	BR	2	26		0	26	0	2600	2600	3.414973348	0	3.414973348	0
B9	2	MRS	2		x	x	0	x				0		x
B9	2	MRS	3	41		0	41	0	41000	41000	4.612783857	0	4.612783857	0
B9	2	PCA	2	300		x	300	x				0		x
B9	2	PCA	3	153		0	153	0	153000	153000	5.184691431	0	5.184691431	0
B9	2	VRBD	1	78		0	78	0	2340	2340	3.369215857	0	3.369215857	0
B9	2	VRBD	2	15		0	15	0	1500	1500	3.176091259	0	3.176091259	0
B9	2	YGC25	1		x	x	0	x				0		x
B9	2	YGC25	2	40		0	40	0	4000	4000	3.602059991	0	3.602059991	0
B9	2	YGC4	1		x	x	0	x				0		x
B9	2	YGC4	2	48		0	48	0	4800	4800	3.681241237	0	3.681241237	0
B9	3	BR	1		x	x	0	x				0		x
B9	3	BR	2	25		0	25	0	2500	2500	3.397940009	0	3.397940009	0
B9	3	MRS	3	300		x	300	x				0		x
B9	3	MRS	4	82		0	82	0	820000	820000	5.913813852	0	5.913813852	0
B9	3	MRS	5	8		0		x				0		x
B9	3	PCA	3	300		x	300	x				0		x
B9	3	PCA	4	299		0	299	0	2990000	2990000	6.475671188	0	6.475671188	0
B9	3	PCA	5	26		0	26	0	2600000	2600000	6.414973348	0	6.414973348	0
B9	3	VRBD	1	300		x	300	x				0		x
B9	3	VRBD	2	300		x	300	x				0		x
B9	3	VRBD	3	204		0	204	0	204000	204000	5.309630167	0	5.309630167	0
B9	3	YGC25	1	300		x	300	x				0		x
B9	3	YGC25	2	300		x	300	x				1	4.477121255	0
B9	3	YGC4	1	300		x	300	x				0		x
B9	3	YGC4	2	300		x	300	x				1	4.477121255	0
B9	4	BR	2	60		0	60	0	6000	6000	3.77815125	0	3.77815125	0
B9	4	BR	3	0		0		x				0		x
B9	4	MRS	4	210		0	210	0	2100000	2100000	6.322219295	0	6.322219295	0
B9	4	MRS	5	52		0	52	0	5200000	5200000	6.716003344	0	6.716003344	0
B9	4	MRS	6	5		0		x				0		x
B9	4	PCA	4	300		x	300	x				0		x
B9	4	PCA	5	18		0	18	0	1800000	1800000	6.255272505	0	6.255272505	0
B9	4	PCA	6	15		0	15	0	15000000	15000000	7.176091259	0	7.176091259	0
B9	4	VRBD	2	300		x	300	x				0		x
B9	4	VRBD	3	300		x	300	x				1	5.477121255	0
B9	4	YGC25	2	300		x	300	x				0		x
B9	4	YGC25	3	228		0	228	0	228000	228000	5.357934847	0	5.357934847	0
B9	4	YGC4	2	300		x	300	x				0		x
B9	4	YGC4	3	300		x	300	x				1	5.477121255	0
B9	5	BR	2	300		x	300	x				0		x
B9	5	BR	3	300		x	300	x				1	5.477121255	0
B9	5	MRS	5	35		0	35	0	3500000	3500000	6.544068044	0	6.544068044	0
B9	5	MRS	6	3		0		x				0		x
B9	5	MRS	7	0		0		x				0		x
B9	5	PCA	5	123		0	123	0	12300000	12300000	7.089905111	0	7.089905111	0
B9	5	PCA	6	13		0	13	0	13000000	13000000	7.113943352	0	7.113943352	0
B9	5	PCA	7	3		0		x				0		x
B9	5	VRBD	2	300		x	300	x				0		x
B9	5	VRBD	3	300		x	300	x				0		x
B9	5	VRBD	4	182		0	182	0	1820000	1820000	6.260071388	0	6.260071388	0
B9	5	YGC25	2	300		x	300	x				0		x
B9	5	YGC25	3	300		x	300	x				1	5.477121255	0
B9	5	YGC4	2	300		x	300	x				0		x
B9	5	YGC4	3	300		x	300	x				1	5.477121255	0
B9	6	BR	4	3		0	3	0	30000	30000	4.477121255	0	4.477121255	0
B9	6	BR	5	0		0		x				0		x
B9	6	MRS	5	300		x	300	x				0		x
B9	6	MRS	6	115		0	115	0	115000000	115000000	8.06069784	0	8.06069784	0
B9	6	MRS	7	8		0		x				0		x
B9	6	PCA	5	300		x	300	x				0		x
B9	6	PCA	6	118		0	118	0	118000000	118000000	8.071882007	0	8.071882007	0
B9	6	PCA	7	13		0	13	0	130000000	130000000	8.113943352	0	8.113943352	0
B9	6	VRBD	4	0	x	x	0	x				0		x
B9	6	VRBD	5	0	x	x		x				0		x
B9	6	VRBD	6	0	x	x		x				0		x
B9	6	YGC25	4	320		0	320	0	3200000	3200000	6.505149978	0	6.505149978	0
B9	6	YGC25	5	47		0	47	0	4700000	4700000	6.672097858	0	6.672097858	0
B9	6	YGC4	4	60		0	60	0	600000	600000	5.77815125	0	5.77815125	0
B9	6	YGC4	5	7		0		x				0		x
B9	7	BR	3	300		x	300	x				0		x
B9	7	BR	4	79		0	79	0	790000	790000	5.897627091	0	5.897627091	0
B9	7	MRS	5	300		x	300	x				0		x
B9	7	MRS	6	144		0	144	0	144000000	144000000	8.158362492	0	8.158362492	0
B9	7	MRS	7	18		0	18	0	180000000	180000000	8.255272505	0	8.255272505	0
B9	7	PCA	5	300		x	300	x				0		x
B9	7	PCA	6	87		0	87	0	87000000	87000000	7.939519253	0	7.939519253	0
B9	7	PCA	7	15		0	15	0	150000000	150000000	8.176091259	0	8.176091259	0
B9	7	VRBD	3	300		x	300	x				0		x
B9	7	VRBD	4	300		x	300	x				0		x
B9	7	VRBD	5	112		0	112	0	11200000	11200000	7.049218023	0	7.049218023	0
B9	7	YGC25	3	300		x	300	x				0		x
B9	7	YGC25	4	300		x	300	x				1	6.477121255	0
B9	7	YGC4	3	300		x	300	x				0		x
B9	7	YGC4	4	100		0	100	0	1000000	1000000	6	0	6	0
B4	8	YGC4	3	41		0	41	0	41000	41000	4.612783857	0	4.612783857	0
B4	8	YGC4	4	0		0		x				0		x
B5	8	YGC4	3	12		0	12	0	12000	12000	4.079181246	0	4.079181246	0
B5	8	YGC4	4	0		0		x				0		x
B6	8	YGC4	3	4		0		x				0		x
B6	8	YGC4	4	0		0		x				0		x
B7	8	BR	3	23		0	23	0	23000	23000	4.361727836	0	4.361727836	0
B7	8	BR	4	0		0		x				0		x
B7	8	MRS	5	122		0	122	0	12200000	12200000	7.086359831	0	7.086359831	0
B7	8	MRS	6	21		0	21	0	21000000	21000000	7.322219295	0	7.322219295	0
B7	8	MRS	7	2		0		x				0		x
B7	8	PCA	5	300		x	300	x				0		x
B7	8	PCA	6	37		0	37	0	37000000	37000000	7.568201724	0	7.568201724	0
B7	8	PCA	7	7		0		x				0		x
B7	8	VRBD	3	2		0	2	0	2000	2000	3.301029996	0	3.301029996	0
B7	8	VRBD	4	0		0		x				0		x
B7	8	VRBD	5	2		0		x				0		x
B7	8	YGC25	3	29		0	29	0	29000	29000	4.462397998	0	4.462397998	0
B7	8	YGC25	4	2		0		x				0		x
B8	8	BR	3	300		x	300	x				0		x
B8	8	BR	4	300		x	300	x				1	6.477121255	0
B8	8	MRS	5	300		x	300	x				0		x
B8	8	MRS	6	95		0	95	0	95000000	95000000	7.977723605	0	7.977723605	0
B8	8	MRS	7	9		0		x				0		x
B8	8	PCA	5	300		x	300	x				0		x
B8	8	PCA	6	88		0	88	0	88000000	88000000	7.944482672	0	7.944482672	0
B8	8	PCA	7	9		0		x				0		x
B8	8	VRBD	3	7		0	7	0	7000	7000	3.84509804	0	3.84509804	0
B8	8	VRBD	4	4		0		x				0		x
B8	8	VRBD	5	32		0	32	0	3200000	3200000	6.505149978	0	6.505149978	0
B8	8	YGC25	3	16		0	16	0	16000	16000	4.204119983	0	4.204119983	0
B8	8	YGC25	4	2		0		x				0		x
B9	8	BR	3	8		0	8	0	8000	8000	3.903089987	0	3.903089987	0
B9	8	BR	4	1		0		x				0		x
B9	8	MRS	5	300		x	300	x				0		x
B9	8	MRS	6	100		0	100	0	100000000	100000000	8	0	8	0
B9	8	MRS	7	15		0	15	0	150000000	150000000	8.176091259	0	8.176091259	0
B9	8	PCA	5	300		x	300	x				0		x
B9	8	PCA	6	94		0	94	0	94000000	94000000	7.973127854	0	7.973127854	0
B9	8	PCA	7	6		0		x				0		x
B9	8	VRBD	3	15		0	15	0	15000	15000	4.176091259	0	4.176091259	0
B9	8	VRBD	4	6		0		x				0		x
B9	8	VRBD	5	14		0	14	0	1400000	1400000	6.146128036	0	6.146128036	0
B9	8	YGC25	3	12		0	12	0	12000	12000	4.079181246	0	4.079181246	0
B9	8	YGC25	4	0		0		x				0		x
B1	9	BR	3	4		0	4	0	4000	4000	3.602059991	0	3.602059991	0
B1	9	BR	4	0		0		x				0		x
B1	9	MRS	5	300		x	300	x				0		x
B1	9	MRS	6	62		0	62	0	62000000	62000000	7.792391689	0	7.792391689	0
B1	9	MRS	7	5		0		x				0		x
B1	9	PCA	5	300		x	300	x				0		x
B1	9	PCA	6	54		0	54	0	54000000	54000000	7.73239376	0	7.73239376	0
B1	9	PCA	7	6		0		x				0		x
B1	9	VRBD	1	0		0	0	0	0	1	0	0	0	0
B1	9	VRBD	2	0		0		x				0		x
B1	9	VRBD	3	0		0		x				0		x
B1	9	YGC25	3	4		0	4	0	4000	4000	3.602059991	0	3.602059991	0
B1	9	YGC25	4	1		0		x				0		x
B1	9	YGC4	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B1	9	YGC4	4	3		0		x				0		x
B2	9	BR	3	210		0	210	0	210000	210000	5.322219295	0	5.322219295	0
B2	9	BR	4	20		0	20	0	200000	200000	5.301029996	0	5.301029996	0
B2	9	MRS	5	300		x	300	x				0		x
B2	9	MRS	6	113		0	113	0	113000000	113000000	8.053078443	0	8.053078443	0
B2	9	MRS	7	16		0	16	0	160000000	160000000	8.204119983	0	8.204119983	0
B2	9	PCA	5	300		x	300	x				0		x
B2	9	PCA	6	66		0	66	0	66000000	66000000	7.819543936	0	7.819543936	0
B2	9	PCA	7	11		0	11	0	110000000	110000000	8.041392685	0	8.041392685	0
B2	9	VRBD	1	0	x	x	0	x				0		x
B2	9	VRBD	2	30		0	30	0	3000	3000	3.477121255	0	3.477121255	0
B2	9	VRBD	3	9		0		x				0		x
B2	9	YGC25	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B2	9	YGC25	4	5		0		x				0		x
B2	9	YGC4	3	28		0	28	0	28000	28000	4.447158031	0	4.447158031	0
B2	9	YGC4	4	4		0		x				0		x
B3	9	BR	3	10		0	10	0	10000	10000	4	0	4	0
B3	9	BR	4	0		0		x				0		x
B3	9	MRS	5	300		x	300	x				0		x
B3	9	MRS	6	46		0	46	0	46000000	46000000	7.662757832	0	7.662757832	0
B3	9	MRS	7	5		0		x				0		x
B3	9	PCA	5	300		x	300	x				0		x
B3	9	PCA	6	32		0	32	0	32000000	32000000	7.505149978	0	7.505149978	0
B3	9	PCA	7	4		0		x				0		x
B3	9	VRBD	1	0		0	0	0	0	1	0	0	0	0
B3	9	VRBD	2	0		0		x				0		x
B3	9	VRBD	3	0		0		x				0		x
B3	9	YGC25	3	10		0	10	0	10000	10000	4	0	4	0
B3	9	YGC25	4	0		0		x				0		x
B3	9	YGC4	3	9		0	9	0	9000	9000	3.954242509	0	3.954242509	0
B3	9	YGC4	4	1		0		x				0		x
B4	9	BR	3	25		0	25	0	25000	25000	4.397940009	0	4.397940009	0
B4	9	BR	4	2		0		x				0		x
B4	9	MRS	5	300		x	300	x				0		x
B4	9	MRS	6	50		0	50	0	50000000	50000000	7.698970004	0	7.698970004	0
B4	9	MRS	7	4		0		x				0		x
B4	9	PCA	5	300		x	300	x				0		x
B4	9	PCA	6	70		0	70	0	70000000	70000000	7.84509804	0	7.84509804	0
B4	9	PCA	7	14		0	14	0	140000000	140000000	8.146128036	0	8.146128036	0
B4	9	VRBD	3	6		0	6	0	6000	6000	3.77815125	0	3.77815125	0
B4	9	VRBD	4	1		0		x				0		x
B4	9	VRBD	5	0		0		x				0		x
B4	9	YGC25	3	25		0	25	0	25000	25000	4.397940009	0	4.397940009	0
B4	9	YGC25	4	5		0		x				0		x
B4	9	YGC4	3	35		0	35	0	35000	35000	4.544068044	0	4.544068044	0
B4	9	YGC4	4	2		0		x				0		x
B5	9	BR	3	7		0	7	0	7000	7000	3.84509804	0	3.84509804	0
B5	9	BR	4	0		0		x				0		x
B5	9	MRS	5	122		0	122	0	12200000	12200000	7.086359831	0	7.086359831	0
B5	9	MRS	6	23		0	23	0	23000000	23000000	7.361727836	0	7.361727836	0
B5	9	MRS	7	1		0		x				0		x
B5	9	PCA	5	88		0	88	0	8800000	8800000	6.944482672	0	6.944482672	0
B5	9	PCA	6	36		0	36	0	36000000	36000000	7.556302501	0	7.556302501	0
B5	9	PCA	7	4		0		x				0		x
B5	9	VRBD	3	0		0	0	0	0	1	0	0	0	0
B5	9	VRBD	4	1		0		x				0		x
B5	9	VRBD	5	0		0		x				0		x
B5	9	YGC25	3	11		0	11	0	11000	11000	4.041392685	0	4.041392685	0
B5	9	YGC25	4	0		0		x				0		x
B5	9	YGC4	3	14		0	14	0	14000	14000	4.146128036	0	4.146128036	0
B5	9	YGC4	4	5		0		x				0		x
B6	9	BR	3	47		0	47	0	47000	47000	4.672097858	0	4.672097858	0
B6	9	BR	4	1		0		x				0		x
B6	9	MRS	5	300		x	300	x				0		x
B6	9	MRS	6	129		0	129	0	129000000	129000000	8.11058971	0	8.11058971	0
B6	9	MRS	7	13		0	13	0	130000000	130000000	8.113943352	0	8.113943352	0
B6	9	PCA	5	300		x	300	x				0		x
B6	9	PCA	6	106		0	106	0	106000000	106000000	8.025305865	0	8.025305865	0
B6	9	PCA	7	18		0	18	0	180000000	180000000	8.255272505	0	8.255272505	0
B6	9	VRBD	3	0		0	0	0	0	1	0	0	0	0
B6	9	VRBD	4	2		0		x				0		x
B6	9	VRBD	5	0		0		x				0		x
B6	9	YGC25	3	16		0	16	0	16000	16000	4.204119983	0	4.204119983	0
B6	9	YGC25	4	2		0		x				0		x
B6	9	YGC4	3	10		0	10	0	10000	10000	4	0	4	0
B6	9	YGC4	4	2		0		x				0		x
B7	9	BR	3	129		0	129	0	129000	129000	5.11058971	0	5.11058971	0
B7	9	BR	4	19		0	19	0	190000	190000	5.278753601	0	5.278753601	0
B7	9	MRS	5	300		x	300	x				0		x
B7	9	MRS	6	73		0	73	0	73000000	73000000	7.86332286	0	7.86332286	0
B7	9	MRS	7	6		0		x				0		x
B7	9	PCA	5	300		x	300	x				0		x
B7	9	PCA	6	68		0	68	0	68000000	68000000	7.832508913	0	7.832508913	0
B7	9	PCA	7	6		0		x				0		x
B7	9	VRBD	1	300		x	300	x				0		x
B7	9	VRBD	2	300		x	300	x				0		x
B7	9	VRBD	3	300		x	300	x				0		x
B7	9	VRBD	4	300		x	300	x				1	6.477121255	0
B7	9	YGC25	3	114		0	114	0	114000	114000	5.056904851	0	5.056904851	0
B7	9	YGC25	4	12		0	12	0	120000	120000	5.079181246	0	5.079181246	0
B7	9	YGC4	3	137		0	137	0	137000	137000	5.136720567	0	5.136720567	0
B7	9	YGC4	4	11		0	11	0	110000	110000	5.041392685	0	5.041392685	0
B8	9	BR	3	11		0	11	0	11000	11000	4.041392685	0	4.041392685	0
B8	9	BR	4	2		0		x				0		x
